identifier;max volume(M.m3/year);source volume(M.m3/year);real volume(M.m3/year)
Plant #RU200773F;862.951;756.128;743.2943999900001
Unit #PF000646G;8.375;8.025;7.9537379999999995
Module #PP100928R;78.119;68.161;67.49014994000001
Module #LA100935O;17.401;15.83;15.689113420000002
Facility complex #LV400040J;4339.889;4014.091;3918.9470297000003
Plant #AD300016E;1575.16;1355.181;1315.5686922199998
Plant #MT300076K;2473.941;2441.259;2379.47353167
Unit #HX001177W;3.191;3.13;3.0977297
Plant #XT200151V;672.698;589.01;578.6319278000001
Plant #GD300122L;3521.02;3316.729;3245.02574961
Plant #ME200288T;114.283;82.7;81.91911977
Plant #RQ300246S;1772.818;1542.732;1506.06480918
Module #VG101105W;109.353;100.127;99.20122699
Unit #NH001007A;2.679;2.509;2.48832584
Module #TF100279C;44.737;41.266;40.897514380000004
Module #IG100749M;90.241;89.904;89.07564983
Module #PK100862R;79.575;69.126;68.43508278
Module #BB100075M;72.772;64.684;64.05953084000001
Module #GY100087Y;58.692;51.55;51.07934850000001
Plant #HK200313L;261.859;253.758;250.76832834
Plant #DB300222O;1216.893;358.411;354.10891252
Module #IW100756D;45.042;44.587;44.18101117999999
Module #HL100652G;36.231;35.723;35.345407890000004
Plant #AI300236T;5654.042;5635.458;5394.866174589999
Plant #LY200616S;1059.574;1022.583;998.41380067
Plant #MW200452N;1056.466;1041.313;1013.9652149
Module #WD100507H;97.348;83.268;82.51922357000001
Plant #LR300082X;4432.707;3864.247;3758.5862077099996
Unit #YM000639V;6.673;6.141;6.07572117
Module #YH101084M;103.082;102.045;101.04884279
Plant #PN200555O;913.358;828.452;803.85223176
Module #QS100989L;98.249;94.7;93.71954268
Plant #DT300158D;1154.939;382.021;376.18399927
Unit #GE001541H;10.418;9.921;9.84044148
Unit #SJ001564L;9.63;9.201;9.10190523
Plant #SY200435X;844.125;725.941;712.8540794299998
Module #QF100677N;61.731;53.82;53.29279282
Plant #US300176W;3412.762;3257.514;3185.9034057
Module #CI100663W;92.201;87.732;86.82690613
Unit #DY000728F;5.692;5.239;5.194887619999999
Module #OG100566L;105.252;101.589;100.61072177
Module #KR100665V;75.993;75.792;75.07225095999999
Module #VF101065T;33.154;30.727;30.451993350000002
Module #NU100550Y;92.644;90.534;89.65571478000001
Unit #DT001044D;2.336;2.293;2.2717438899999998
Plant #QL200559G;905.908;902.262;888.57428141
Plant #JE200507R;353.378;315.99;311.25029481
Unit #YX001590I;2.164;1.892;1.87448008
Facility complex #JT400045K;7083.464;6098.33;5853.50221137
Module #WG100347K;93.112;91.474;90.63707415999998
Module #QY100234A;94.727;90.199;89.10939608000001
Unit #TD000727C;1.09;0.57;0.5650182
Unit #HL000476E;4.571;4.271;4.22790561
Plant #TB200286Z;723.917;660.802;648.6847316000001
Plant #NM300157G;2589.176;2389.048;2326.53194379
Plant #NG200014C;666.431;607.838;599.51620292
Plant #EY200084E;510.952;496.335;487.96540777
Module #MI100471V;99.477;96.535;95.6245897
Unit #MH000134G;1.514;1.39;1.3764753
Module #KV101144X;83.871;74.223;73.60730215000001
Module #GE101155Y;100.241;93.082;92.29237411
Module #LA100214F;108.356;102.264;101.38429139999998
Plant #GR200750T;190.448;189.404;186.53127108
Module #KP100813I;75.671;66.7;66.0742985
Module #SQ100679F;102.834;95.25;94.28995872
Plant #JU200387N;1021.488;1020.277;1001.3590483600001
Unit #DD001622C;7.304;6.464;6.41144768
Module #RZ100239Z;92.597;86.412;85.61692989
Unit #XY000238F;5.709;5.579;5.52460475
Plant #KN200539A;117.405;57.205;56.601702319999994
Plant #KP200028W;1098.015;1066.803;1036.5804710099999
Plant #NX200343T;134.85;133.578;132.36795921
Module #CL100007D;12.592;7.14;7.0736694
Module #YF100744K;100.401;97.059;95.85427865
Plant #WR200609T;476.828;445.132;439.21695918999995
Module #JL101203V;18.35;16.15;16.0038425
Plant #FE200429O;217.147;213.114;210.79926827999998
Plant #SB200531A;141.47;138.059;136.64665851
Module #NO100933F;50.688;48.984;48.51848688
Plant #RS300251V;1126.78;403.258;398.02058235
Plant #LZ200221F;129.747;56.672;56.1424105
Plant #PM300274Q;1181.708;732.108;719.7990585100001
Unit #JP000343G;4.693;4.48;4.4323776
Plant #QI300186Q;9014.276;8635.332;8313.574131320001
Plant #WA200519S;571.447;545.163;537.4505921399999
Plant #QF200433E;779.568;717.279;706.2354511299999
Unit #TU000217M;10.944;10.787;10.68473924
Module #IO100171D;93.394;89.637;88.75022712
Module #XB100632V;96.015;88.176;87.29622982000001
Unit #GA000073O;8.208;7.62;7.552639200000001
Facility complex #SL400052G;3166.292;2998.888;2932.05393742
Module #TZ101066D;94.629;84.656;83.88482640000001
Module #PY100715E;92.548;92.122;91.0008157
Module #TJ100028B;33.641;29.769;29.469757770000005
Module #WS101210J;70.919;67.609;67.04323209
Unit #GY001281S;4.967;4.503;4.454907960000001
Module #AE100342A;87.054;74.282;73.57352068
Plant #MI300070K;1561.597;1422.754;1389.9883227599998
Plant #BD200583Y;927.795;924.491;909.65349053
Module #EG101098X;104.078;101.863;100.89700401
Plant #LA300057J;1823.672;1666.343;1626.22968853
Plant #EX200345X;1070.415;1014.016;997.4127529599999
Module #UG100859G;67.701;57.572;57.093110939999995
Plant #NZ200527T;288.921;257.931;254.95181856999997
Unit #QV000652G;10.019;9.432;9.3532428
Module #ZM100916W;94.308;87.864;87.00003536999999
Unit #QX000051D;5.426;5.282;5.23403944
Plant #TD200737O;128.823;58.893;58.33338901
Module #NZ100130B;103.122;95.167;94.26339295000001
Module #EW100502T;108.269;94.786;93.94004511
Plant #VT300187B;2651.561;2490.604;2428.97176038
Module #FH100709H;26.577;23.576;23.349434640000002
Plant #LL300123H;1340.668;1216.853;1195.83022609
Module #LA100877Z;100.282;94.282;93.35437082
Module #HU101160N;50.951;45.427;45.00654189000001
Module #RY100634Y;104.54;90.53;89.74175222
Plant #YG200530G;785.42;711.394;698.58650304
Unit #EP001466R;4.871;4.781;4.7302735899999995
Facility complex #HZ400030O;7097.238;6073.773;5813.963283889999
Plant #AV200698E;470.868;405.301;400.14497207
Unit #LY000604N;4.953;4.392;4.35321864
Plant #OG200711O;177.928;172.905;171.20957849
Unit #BL001043G;1.161;0.633;0.62776509
Plant #FB200061D;686.46;648.937;636.7681054499999
Plant #EF300309W;1135.504;724.435;713.24810916
Plant #BK300179N;4722.816;4150.034;4050.2086217399997
Module #CP100081D;58.366;55.677;55.12230115
Unit #SA000124B;10.671;10.426;10.337796039999999
Plant #WA200443I;1080.466;974.971;957.25624784
Plant #OO200325J;231.854;219.792;217.23702964
Facility complex #OD400035P;4534.466;4149.863;4040.790095880001
Module #OG100951D;91.451;90.456;89.56118251999999
Unit #GB001164T;1.306;1.185;1.17413355
Module #ZA101013V;93.209;90.024;89.26767573000001
Plant #OL200358Y;912.102;895.598;881.62788499
Plant #DI200322G;335.345;291.42;288.00467184
Unit #DM000548M;7.283;6.802;6.73969368
Module #OF101089R;98.026;90.814;89.98400769
Unit #UQ000211Q;4.138;3.934;3.8937945199999997
Module #NF100927E;80.149;76.641;75.84349992
Plant #NJ200719Z;165.154;142.042;140.2519897
Plant #YU300185S;1221.16;386.566;382.14602912000004
Plant #VN300139D;2493.718;2230.773;2185.0270231200006
Plant #QL200391M;1094.302;1086.325;1066.64897229
Unit #DZ001641U;1.264;1.204;1.19273056
Plant #HR200112D;338.392;301.888;297.73254284999996
Plant #VI200365R;690.576;595.007;584.54342672
Unit #AY000419Z;5.544;5.499;5.446759499999999
Plant #WP300233D;5754.615;5266.286;5054.19601347
Facility complex #NA400068R;4567.113;4535.401;4423.18315326
Module #ZE100286E;84.467;82.786;81.94281276
Plant #BN200238S;1049.037;1039.281;1014.9027478599999
Plant #BU200640M;773.986;716.283;702.24373243
Unit #VG000281R;2.998;2.676;2.6489991600000002
Plant #QY200548F;668.466;570.598;562.9995022100001
Unit #KF000267B;5.377;5.015;4.9603364999999995
Plant #XR200461J;926.262;829.805;817.83856948
Module #XN100727J;11.865;5.967;5.910134490000001
Facility complex #YK400016V;3772.751;3311.008;3234.3047967799994
Plant #OS200417N;751.871;665.973;653.50152377
Unit #MK000888W;1.189;0.931;0.92190413
Plant #SF200506W;164.039;163.335;161.74523082
Plant #ER300223T;1193.045;538.549;527.34871145
Plant #NR300254I;1104.539;578.101;566.5171105000001
Unit #CA001642C;2.318;2.255;2.2345697
Plant #YX200409D;1017.979;1011.349;985.29664976
Plant #DA200339E;671.501;649.812;639.2853738599999
Plant #CX200636G;754.188;669.235;657.6375926300001
Module #IL100891P;108.695;104.545;103.65791861
Module #HX100425Z;77.126;67.737;67.03547495999999
Plant #NN300028E;3370.065;3281.684;3193.5929704399996
Module #VG100694J;92.324;91.984;91.04397932
Unit #ZX001045V;5.815;5.009;4.96817665
Plant #ET300081N;2125.984;1903.006;1854.7416433399999
Module #YY100710O;93.12;90.767;89.93784856
Plant #WW200744Q;1014.898;1007.471;984.8967602699998
Module #YM100080K;107.774;107.617;106.59951421000001
Module #EB100110R;95.542;89.945;89.07345214000001
Plant #AG200811W;116.652;63.48;62.910288200000004
Unit #SD000183S;3.518;3.343;3.3130132899999998
Plant #LK200557T;342.222;337.069;332.81991832
Plant #EN200447B;849.468;726.459;715.2586580399999
Plant #XD200168O;965.614;923.066;907.96966309
Module #NO100759W;75.762;69.031;68.37403852999999
Module #OW100265A;98.776;91.3;90.30363256
Plant #JP200395B;931.924;808.564;795.6562495000001
Module #ZZ100506Q;66.084;61.43;60.791331
Plant #XW200806R;532.618;471.933;465.69003547999995
Plant #KC300041O;1475.035;1455.036;1417.3844435
Facility complex #CR400070F;5452.678;4816.198;4655.060677239999
Module #ZT100429F;72.205;66.679;66.11783573000001
Unit #IR000262F;7.434;6.919;6.853200310000001
Unit #HG001485X;1.356;1.222;1.21013438
Plant #FF200793A;1089.603;1077.437;1044.27635937
Unit #UV001166T;4.077;3.494;3.4611913400000005
Plant #GT200646Z;611.329;599.184;589.6990420900001
Plant #XR200423P;687.984;676.19;664.9886163900001
Plant #GG200296X;129.157;33.784;33.45832224
Module #DO101078M;99.485;96.023;95.01239786
Module #YG100288H;79.362;67.861;67.20420965000001
Plant #EV200066Q;296.835;268.857;266.27843928
Unit #SQ000685U;7.0;6.019;5.95838867
Unit #BH001578A;4.81;4.126;4.09039262
Plant #MT200282Y;369.425;359.774;354.26443086999996
Plant #HN200574F;152.589;135.634;133.89558697
Plant #TO300216A;4818.296;4162.405;4050.8541489599997
Module #XS100228U;85.061;82.345;81.58650086
Module #SQ100858Q;100.746;99.338;98.33768132
Plant #OB300127M;1661.119;1645.011;1616.3283302000002
Unit #UP000754R;1.251;1.147;1.13548412
Facility complex #AA400033V;5118.677;4889.55;4755.963799880001
Plant #BZ200176N;794.856;739.541;726.8172633700001
Plant #KE300128J;2477.868;2318.151;2264.57524108
Module #OP100629E;79.444;78.973;78.29330393
Plant #UV200543A;572.467;552.472;541.5783130500001
Unit #VD001093T;9.516;8.255;8.164772849999999
Plant #AI200053H;578.704;560.025;551.62446528
Plant #FB200816E;253.256;217.636;214.83960166
Plant #GC200023L;1061.248;943.028;926.0009584100001
Module #WQ100368J;86.027;75.667;74.92596995999999
Unit #HP000432M;1.446;1.257;1.24509621
Plant #ZJ200648K;860.154;803.2;790.93261453
Unit #RA000495F;4.762;4.304;4.25747376
Plant #XZ200785K;1033.482;887.391;870.9029570099999
Plant #DU200741T;833.09;753.213;739.40576278
Facility complex #OE400031E;3118.843;3017.422;2938.19714012
Plant #HQ200672K;907.431;870.84;857.79489358
Unit #VN000004W;1.318;1.207;1.19604044
Plant #HS200275N;669.549;665.941;652.8900572800001
Unit #NV001319L;2.051;1.774;1.75578102
Module #DV100827B;99.001;87.506;86.64861005
Plant #KV200751J;1093.016;1092.192;1073.00120049
Module #FW100752R;103.566;95.0;94.09245075
Module #IT100577K;96.971;90.224;89.38144542
Plant #SV200371F;770.429;674.809;664.4728471100001
Plant #ZP200483E;153.182;138.477;137.12116796
Unit #AW001147T;5.595;5.089;5.047219309999999
Plant #IX200603D;834.094;831.687;809.2961217200001
Module #EB100844E;34.081;32.016;31.758591359999997
Unit #QK001333P;5.089;4.364;4.31673788
Plant #NI200366P;776.975;682.75;670.8931207600001
Plant #SN300087Z;1127.486;719.441;705.62574714
Plant #TP200685V;269.689;255.6;252.8312163
Plant #TB200175B;1056.767;1055.652;1029.01875269
Module #UR100387U;104.342;99.369;98.38674697
Module #NV101062N;94.878;86.526;85.67334456
Plant #DX200363R;401.115;368.062;363.38481807999995
Module #HK100510S;76.719;76.41;75.68981842
Facility complex #TW400077V;4749.292;4702.923;4512.18996222
Module #FY101202Y;100.683;87.743;86.91740051
Facility complex #KR400067S;6008.071;5379.324;5239.463050099998
Module #SY100699H;77.415;77.402;76.59863493
Plant #JC200290G;692.754;644.155;632.62314997
Plant #ZU300281M;1200.231;112.622;111.58561713000002
Plant #BQ200553D;668.813;640.563;629.17357751
Plant #PZ300211A;2904.52;2529.417;2476.7041528899995
Module #SH100823C;41.108;38.448;38.06147688
Facility complex #MH400046K;4824.634;4820.631;4628.73375013
Module #OH100304C;93.761;86.419;85.52785306000001
Plant #HH200666I;682.594;597.761;587.21323147
Plant #FA200512T;412.326;371.229;365.56934945
Module #LS100331W;90.034;84.611;83.54834796
Module #ND100555I;108.359;102.173;101.19150556
Plant #OX200098B;132.303;114.056;113.02808726
Plant #UN200649P;903.91;868.353;854.7433991199998
Unit #ZQ001440I;2.671;2.657;2.63553144
Facility complex #AD400063M;6854.367;6245.973;6044.26043038
Plant #KK200731J;349.166;311.008;307.06297443
Plant #IY200341S;817.433;792.763;779.66196375
Module #IQ101110O;23.697;21.968;21.752054559999998
Unit #OM000430A;10.942;9.47;9.3763417
Unit #PP001215U;6.781;6.469;6.399264179999999
Plant #LN200635C;964.446;962.056;939.68751951
Module #NS100737E;82.167;74.001;73.25994168
Module #RI100393E;89.131;75.847;75.12462388
Module #CF100490K;108.416;100.094;98.71803766999999
Module #KU100639V;101.452;100.317;99.40718501
Plant #SY200169O;1066.114;1050.202;1021.72519239
Plant #AY200713C;827.463;806.956;792.3913321399999
Unit #PA001571Z;6.265;5.642;5.586990500000001
Unit #SZ000327L;6.953;6.804;6.7297683600000004
Unit #DU000503J;1.632;1.583;1.56949701
Plant #SJ300159A;1457.721;1444.551;1418.7867497
Module #FY100720E;106.635;105.498;104.57776700000001
Module #RR100006B;84.714;80.519;79.70597481
Plant #PP300031P;1168.65;734.317;721.4980571299999
Module #RT100622I;67.096;63.663;63.10825189
Module #UE100503I;66.169;57.266;56.77713073
Unit #QR000913K;8.3;7.768;7.699719279999999
Module #VW100684S;101.154;97.861;96.92329224000001
Plant #XC200651Q;656.031;655.288;643.8693331500001
Module #AM101134R;104.021;96.175;95.28527821
Module #GA100016S;100.621;85.836;84.85947187000001
Plant #AE300240T;1091.197;233.391;230.37680817
Unit #UN001443Y;3.96;3.685;3.64457555
Module #MW100187X;95.528;93.256;91.90472056
Unit #WL001100D;7.89;6.783;6.71971461
Unit #BG000629U;10.969;10.884;10.782234599999999
Module #YD100164X;84.536;80.163;79.39213887
Module #WM100594H;44.72;38.855;38.50843094
Plant #UZ300205D;6286.445;6053.411;5813.5344018099995
Plant #PH200020G;398.771;381.255;375.65296525
Unit #TE000412M;1.11;0.91;0.9009546
Unit #HA000312W;6.998;6.837;6.78018453
Module #BL101178G;95.551;92.198;91.35908047000001
Plant #YR300177S;2589.95;2282.112;2227.21059448
Plant #XM200156S;141.102;132.546;130.87554929
Plant #TC200344R;863.024;779.52;765.82136761
Unit #KW000513A;2.911;2.512;2.49160256
Plant #DE200181N;121.585;116.283;115.09529897
Module #AG100201E;36.879;31.573;31.244802640000003
Unit #ED001385U;1.29;1.143;1.1318100299999998
Module #UB100078P;90.253;86.75;85.56227512000001
Plant #JK200088U;906.288;904.001;887.93251141
Unit #WQ001214R;7.478;7.424;7.3642368
Module #NI100281K;97.085;91.046;90.20216175999998
Facility complex #ZT400008G;7059.824;6247.853;5994.601965260001
Plant #CL300324U;1204.219;280.337;277.18133533
Unit #VU000519M;9.117;7.77;7.686783299999999
Unit #RL001263I;6.626;6.279;6.2243727
Plant #NX200300H;958.29;953.271;936.657903
Module #RH100226D;90.603;79.921;79.07152943
Unit #DS000779V;1.197;1.004;0.9933576
Unit #MV000923E;4.218;4.123;4.08849049
Unit #UP000585Q;7.816;7.191;7.11592596
Module #LJ101028N;62.795;58.931;58.31661355
Plant #EZ300117S;1166.569;622.452;612.47718353
Unit #SP001116H;6.475;6.315;6.255133799999999
Plant #UA300286Z;1534.14;1359.062;1328.22975734
Plant #QK200180T;213.736;200.458;198.66773933
Module #SA100875L;98.619;95.939;95.00537619
Facility complex #SX400025M;2191.567;1414.396;1371.7596462300003
Plant #DG200687Y;896.205;839.613;825.89142149
Unit #XW001591E;5.937;5.815;5.760862349999999
Module #KH101012P;67.398;62.757;62.15731245
Plant #QR300272M;1247.211;683.575;673.34877249
Module #HO100209A;83.889;81.743;80.87805725
Module #NV100551V;105.27;96.932;96.0379775
Module #NT100235D;104.242;97.357;96.43809843
Unit #RI000783X;1.591;1.45;1.4357755
Plant #HH200340L;143.773;132.821;131.45430958
Plant #KA300133E;1113.755;643.619;632.2990420299999
Module #DG100897F;91.861;88.185;87.06370512
Module #AM101049F;56.64;53.3;52.75526375
Plant #II200470D;116.704;88.267;87.32968039
Plant #LF200229X;585.204;547.856;540.69166076
Plant #LL300304Z;7029.646;6373.037;6125.41509083
Plant #FL200247F;824.272;791.717;779.00391907
Module #JH100125K;109.048;108.991;107.93054052000001
Plant #WM300292I;1103.525;1051.182;1031.24589385
Plant #TC300300X;3514.099;3217.271;3138.52486405
Plant #ZQ200263O;944.295;881.121;867.97653987
Unit #PN001190C;1.093;0.512;0.5078528
Module #MH100769Q;40.821;37.933;37.57946444
Unit #UJ000272D;5.731;4.933;4.88460727
Plant #FM300160B;1168.171;376.966;372.61183552
Plant #WF300004I;1281.126;894.982;882.2902698500001
Plant #MC300125E;5564.568;4926.246;4742.042454869999
Module #HE100802L;102.213;96.993;95.83278802999999
Plant #JK200587U;659.378;586.452;576.15223068
Plant #WI200449S;289.189;286.73;282.96847097
Unit #FC000158I;3.307;2.832;2.8028870399999994
Plant #IT200271R;941.644;939.015;914.0861670899999
Module #SD100432I;104.753;102.607;101.64508015
Unit #ZC000078P;1.243;1.179;1.16726895
Module #BS100195Q;82.768;81.087;80.30904808000001
Plant #VP200421M;350.104;302.035;297.88488207
Plant #MT200650A;1048.341;985.016;969.38282602
Module #MH100332N;55.868;53.822;53.27521907999999
Module #YQ100220F;104.72;98.043;97.07026897
Module #DB100584G;106.028;99.19;97.9540653
Unit #PW001420P;5.905;5.452;5.39824328
Module #DT100174Y;56.042;52.737;52.257491249999994
Plant #IG300102R;6514.786;5678.056;5453.9143257000005
Unit #AX001168N;2.565;2.489;2.4643589
Plant #MT300035K;1754.211;1546.909;1520.2602969999998
Plant #HU200462H;131.887;31.112;30.79085302
Module #FQ100949U;43.411;38.596;38.25092162
Unit #NH000273C;6.567;5.904;5.84726256
Unit #HC001041C;1.96;1.866;1.8507920999999998
Module #PQ100133U;69.645;66.223;65.58208941
Unit #LI000219Z;10.851;10.503;10.40017563
Plant #ZB200272T;692.296;643.57;632.29188418
Plant #YF300014L;1362.943;1232.06;1206.01085549
Plant #XS300165P;1254.522;332.158;327.81264991000006
Plant #IB200183U;902.49;793.368;779.56603456
Plant #MA300054A;1148.312;1006.138;990.22730409
Plant #AF300146K;1858.167;1800.712;1758.8113871499997
Unit #BF001346F;3.604;3.493;3.46334443
Unit #GX000080F;2.272;1.967;1.94620881
Module #OJ100982D;101.224;97.977;97.01244174
Plant #LH200218E;606.792;578.164;568.30986113
Module #LM100179R;60.654;58.13;57.58451588
Plant #ZF200748V;791.028;742.241;720.3158540000001
Unit #JD001298E;6.02;5.542;5.49555804
Module #EC101063R;84.925;76.367;75.74131183
Module #CH100995F;40.498;35.609;35.28213497
Unit #MO000258G;4.659;4.262;4.22291746
Plant #QL200681E;729.176;685.346;674.3657321000001
Module #JY100341P;76.752;70.054;69.40020935999999
Module #BA100575Y;67.283;61.323;60.763844809999995
Module #OO100544D;107.063;101.772;100.23466112999999
Plant #HC200809P;682.326;632.64;621.20885044
Module #CZ101027O;96.857;90.994;90.16743858999999
Unit #VX000126A;1.304;1.26;1.24803
Facility complex #VE400064G;5438.857;5259.129;5062.67793867
Module #PI100592J;55.558;48.19;47.74149728
Plant #PG300290T;1908.806;1731.112;1683.6766939099998
Plant #CZ300046X;1791.147;1597.482;1567.7148644499998
Module #XL100103X;45.479;38.795;38.379505550000005
Plant #JA200029X;912.886;782.293;760.03895361
Facility complex #BV400028N;6875.915;6483.881;6260.752106149999
Module #RO100117K;43.797;43.431;43.03102430999999
Module #KP100070H;78.069;67.716;67.07680232
Plant #RA200501H;931.87;908.169;891.35007692
Plant #KH200057Z;664.159;632.093;622.2463474799999
Module #PD100697N;44.159;39.825;39.46219425
Plant #MT300009Z;1166.626;295.309;291.12741289999997
Plant #HO200214T;121.916;117.812;116.66383372
Module #JK100212A;12.661;5.476;5.42441608
Module #RN100705Q;95.133;93.289;92.37373686999999
Module #WC101103O;95.025;83.629;82.77466419
Module #NN100701I;87.62;85.219;84.45704726999999
Module #AP100585G;100.283;96.489;95.55626344
Plant #AY200792P;838.727;826.694;812.46966316
Module #KO100785I;76.237;68.81;68.14169389
Module #LN100950R;97.115;91.954;91.0881667
Module #AG101135X;76.648;75.759;74.98095507
Plant #PK200668Y;529.556;492.889;486.39713107
Plant #GI200161F;281.43;261.646;259.10587807999997
Unit #TE000403D;8.105;7.048;6.971881600000001
Plant #NV200198V;837.075;798.11;782.67461728
Module #ZJ100327A;87.655;86.274;85.42643729
Module #CE101131R;107.719;94.638;93.75046718
Module #YK100233N;37.302;36.661;36.354554300000004
Plant #ML200756N;376.487;326.754;321.86590844
Unit #MO000769V;7.632;6.622;6.56544812
Unit #HV000982O;4.32;3.903;3.8644383600000003
Plant #XI200144D;1089.667;1064.859;1039.0346673299998
Facility complex #LI400050B;6547.73;6387.562;6141.162728019999
Plant #NJ200266N;425.595;413.894;408.30038224
Plant #OX200733S;611.744;538.091;530.42952626
Unit #WO000168Q;5.706;5.202;5.14977192
Plant #IN300303Z;1785.901;1622.997;1583.33214715
Module #NG100627A;100.672;90.728;89.85957585999999
Module #DJ100492V;106.497;102.722;101.76880397000001
Plant #ZW200310G;134.38;126.088;124.41993613999999
Plant #IO200172G;399.643;397.045;391.19864442999994
Unit #ON001170D;5.476;4.954;4.9029738
Module #OJ100704F;105.128;104.77;103.37551129999999
Module #UI100318L;90.548;90.346;89.18612792000002
Module #RZ100443B;53.655;46.172;45.70545881
Module #ZR100790R;88.994;85.854;85.10655942000001
Plant #CH300181L;2850.77;2669.671;2609.4892841700002
Unit #UA000796L;1.832;1.709;1.6939266199999998
Module #VO100394F;97.39;89.684;88.8597276
Module #OL100860K;99.561;97.433;96.45883486999999
Unit #KW001639L;2.666;2.651;2.6277507300000003
Module #DY100192P;107.995;106.716;105.75166589999999
Plant #PP200390B;575.066;496.553;488.84179725999996
Unit #UO000197J;3.213;3.06;3.0319397999999995
Unit #VW001367L;6.027;5.186;5.14145226
Module #WZ101019C;40.634;37.465;37.15066865
Plant #YI300107R;4777.919;4730.387;4591.34861892
Plant #AR200547U;112.201;108.296;107.27864471
Unit #IE001487R;4.189;3.776;3.7446969599999997
Unit #EL001458S;7.109;6.762;6.701209619999999
Unit #MH001246G;2.836;2.413;2.38821849
Plant #ST300171M;1776.58;1594.374;1556.6624237500002
Unit #UR000925L;1.845;1.579;1.5633205300000002
Module #JN100978H;76.981;69.149;68.53077344
Unit #GP000838E;6.17;5.932;5.86858692
Module #RD100968V;80.146;74.817;74.09889032999999
Unit #JL000422Z;7.69;6.718;6.646587659999999
Unit #DS000540H;4.503;4.312;4.27151032
Unit #FK001271I;5.074;4.485;4.44710175
Facility complex #LT400011E;5926.491;5285.635;5087.45592388
Module #JQ100302E;68.786;66.138;65.45977348000001
Unit #BL000572J;7.951;6.846;6.77151552
Plant #LF200049B;481.25;467.673;460.80831307999995
Unit #BE000594I;10.757;9.328;9.252256639999999
Facility complex #MR400054L;2214.734;2179.125;2125.53133713
Plant #MX200031E;941.492;904.654;888.54301749
Module #PG101119Y;78.335;76.961;76.19215194
Module #DX101023U;48.719;42.19;41.76753144
Module #IS100614U;78.827;71.169;70.12850922
Plant #BE200388Y;999.829;994.489;973.86441702
Plant #WY300013M;1146.101;520.634;513.8947523700001
Plant #CX200689B;119.795;38.729;38.374963359999995
Plant #VE200359R;220.682;217.119;214.67556855
Plant #WO200465G;191.658;169.856;168.3098053
Plant #SX200495K;109.504;50.029;49.502043730000004
Plant #YJ300052E;9734.192;9641.387;9228.28266435
Plant #MX200036B;843.774;753.394;741.00651994
Unit #TE000800L;4.118;4.102;4.06110306
Module #IX101126U;99.656;88.805;87.89768751
Module #DG100405Z;88.284;83.75;82.97184390000001
Unit #AW000593T;6.183;5.286;5.23964178
Module #PV101153V;109.046;96.443;95.50411380999999
Unit #EP000033V;5.655;5.29;5.2425487
Module #MW100115F;93.33;86.014;85.13068327
Plant #KA200814A;1026.234;1022.096;1003.1470454199998
Plant #SD200242H;522.043;521.056;512.46433052
Plant #DB200478K;129.529;35.824;35.52030441
Unit #MJ001459T;5.609;5.223;5.169934319999999
Unit #RO001052F;8.779;8.268;8.19631644
Module #SS100815M;45.25;44.669;44.25196502
Module #SA100656L;85.665;74.768;74.03809707
Plant #PT300201I;1381.304;1278.38;1238.4119532000002
Module #PK100689B;100.156;98.775;97.77459078999999
Plant #LZ200041U;409.938;349.571;343.55181147999997
Unit #WI000658N;5.81;5.156;5.102480720000001
Module #DH101154R;40.162;39.654;39.27073018
Module #LE101100H;96.848;92.578;91.7396159
Unit #WB000047G;1.628;1.441;1.4280165900000001
Plant #NO300061I;1115.207;454.973;448.48336046
Module #ZP100746O;94.622;81.274;80.47958885
Plant #VS300095X;1098.269;213.589;211.20790347000002
Module #VY100119Z;93.594;90.106;89.28639767
Plant #GW300230U;1245.699;804.449;789.5974225900001
Plant #UC200614R;921.864;916.794;901.6820994300002
Module #CF100150J;107.6;104.759;103.77378883
Module #IW100661J;93.304;81.854;81.03609049
Module #TE100774Z;27.856;25.551;25.31695284
Facility complex #PL400048J;2271.874;2179.951;2130.5143196299996
Plant #GS200153Z;1039.47;1035.897;1008.9194286000001
Unit #XE000636J;5.318;5.136;5.0807366400000005
Module #XN100796I;41.069;37.456;37.06645759999999
Plant #AT200279R;127.188;101.409;100.14935522
Module #KP100745A;97.547;85.813;84.99069542
Unit #TN000313F;4.36;4.068;4.024838519999999
Module #PE100497V;50.578;45.987;45.53754856
Module #HQ100459U;85.072;76.408;75.69921854999998
Unit #TI000010M;10.849;9.423;9.32820462
Plant #IH200269F;708.035;688.332;677.95530307
Unit #CD001065G;1.11;0.952;0.9420611200000001
Plant #DD200099P;817.748;751.525;739.36835846
Unit #MS000022D;2.449;2.43;2.407644
Plant #TT200601V;605.359;603.787;592.9644917200001
Unit #VM001624A;6.741;5.845;5.78204935
Unit #TP000993T;2.222;1.907;1.88947467
Plant #DT200127P;110.34;82.248;81.37439731
Unit #HK001637S;7.363;6.976;6.91621568
Module #CV100137H;78.224;74.802;74.0876901
Plant #YX200306U;310.215;297.226;292.10140716999996
Facility complex #SU400078W;3821.108;3584.569;3480.81405803
Unit #IP001217S;3.419;3.139;3.10798668
Module #TJ100321C;94.667;82.188;81.39543789
Unit #EE000109O;2.184;2.1;2.080113
Plant #OR200667P;485.277;427.883;422.65362098
Plant #TQ300242I;1111.46;163.238;161.15473703
Module #PB100969V;100.586;97.263;96.31000251
